nazione,fascia_eta,misura,sesso,anno,valore
ME,Y15-24,Percentage of total population,F,2015,9.3
ME,Y15-24,Percentage of total population,F,2016,10.2
ME,Y15-24,Percentage of total population,F,2017,9.2
ME,Y15-24,Percentage of total population,F,2018,6.4
ME,Y15-24,Percentage of total population,F,2019,7.5
ME,Y15-24,Percentage of total population,F,2020,9.9
MK,Y15-24,Percentage of total population,F,2009,15.6
MK,Y15-24,Percentage of total population,F,2010,12.8
MK,Y15-24,Percentage of total population,F,2011,13.1
MK,Y15-24,Percentage of total population,F,2012,13.6
MK,Y15-24,Percentage of total population,F,2013,13.8
MK,Y15-24,Percentage of total population,F,2014,13.8
MK,Y15-24,Percentage of total population,F,2015,10.9
MK,Y15-24,Percentage of total population,F,2016,11.2
MK,Y15-24,Percentage of total population,F,2017,11.3
MK,Y15-24,Percentage of total population,F,2018,9.7
MK,Y15-24,Percentage of total population,F,2019,10.1
MK,Y15-24,Percentage of total population,F,2020,9.0
MT,Y15-24,Percentage of total population,F,2009,6.1
MT,Y15-24,Percentage of total population,F,2010,5.7
MT,Y15-24,Percentage of total population,F,2011,6.2
MT,Y15-24,Percentage of total population,F,2012,7.1
MT,Y15-24,Percentage of total population,F,2013,5.2
MT,Y15-24,Percentage of total population,F,2014,5.0
MT,Y15-24,Percentage of total population,F,2015,4.9
MT,Y15-24,Percentage of total population,F,2016,5.6
MT,Y15-24,Percentage of total population,F,2017,5.1
MT,Y15-24,Percentage of total population,F,2018,3.7
MT,Y15-24,Percentage of total population,F,2019,4.6
MT,Y15-24,Percentage of total population,F,2020,4.2
MT,Y15-24,Percentage of total population,F,2021,3.0
MT,Y15-24,Percentage of total population,F,2022,3.3
MT,Y15-24,Percentage of total population,F,2024,4.4
NL,Y15-24,Percentage of total population,F,2009,7.9
NL,Y15-24,Percentage of total population,F,2010,8.6
NL,Y15-24,Percentage of total population,F,2011,8.2
NL,Y15-24,Percentage of total population,F,2012,9.8
NL,Y15-24,Percentage of total population,F,2013,10.6
NL,Y15-24,Percentage of total population,F,2014,10.4
NL,Y15-24,Percentage of total population,F,2015,9.3
NL,Y15-24,Percentage of total population,F,2016,8.7
NL,Y15-24,Percentage of total population,F,2017,7.7
NL,Y15-24,Percentage of total population,F,2018,6.2
NL,Y15-24,Percentage of total population,F,2019,5.9
NL,Y15-24,Percentage of total population,F,2020,7.8
NL,Y15-24,Percentage of total population,F,2021,7.3
NL,Y15-24,Percentage of total population,F,2022,6.5
NL,Y15-24,Percentage of total population,F,2023,6.8
NL,Y15-24,Percentage of total population,F,2024,7.1
NO,Y15-24,Percentage of total population,F,2009,6.4
NO,Y15-24,Percentage of total population,F,2010,6.2
NO,Y15-24,Percentage of total population,F,2011,6.1
NO,Y15-24,Percentage of total population,F,2012,6.0
NO,Y15-24,Percentage of total population,F,2013,6.3
NO,Y15-24,Percentage of total population,F,2014,5.6
NO,Y15-24,Percentage of total population,F,2015,7.0
NO,Y15-24,Percentage of total population,F,2016,7.1
NO,Y15-24,Percentage of total population,F,2017,6.7
NO,Y15-24,Percentage of total population,F,2018,6.4
NO,Y15-24,Percentage of total population,F,2019,6.9
NO,Y15-24,Percentage of total population,F,2020,7.8
NO,Y15-24,Percentage of total population,F,2021,7.4
NO,Y15-24,Percentage of total population,F,2022,5.7
NO,Y15-24,Percentage of total population,F,2023,7.0
NO,Y15-24,Percentage of total population,F,2024,7.6
PL,Y15-24,Percentage of total population,F,2009,6.2
PL,Y15-24,Percentage of total population,F,2010,7.5
PL,Y15-24,Percentage of total population,F,2011,8.1
PL,Y15-24,Percentage of total population,F,2012,8.5
PL,Y15-24,Percentage of total population,F,2013,8.4
PL,Y15-24,Percentage of total population,F,2014,7.3
PL,Y15-24,Percentage of total population,F,2015,5.6
PL,Y15-24,Percentage of total population,F,2016,5.2
PL,Y15-24,Percentage of total population,F,2017,4.5
PL,Y15-24,Percentage of total population,F,2018,3.7
PL,Y15-24,Percentage of total population,F,2019,3.1
PL,Y15-24,Percentage of total population,F,2020,3.2
PL,Y15-24,Percentage of total population,F,2021,3.3
PL,Y15-24,Percentage of total population,F,2022,3.0
PL,Y15-24,Percentage of total population,F,2023,3.1
PL,Y15-24,Percentage of total population,F,2024,3.2
PT,Y15-24,Percentage of total population,F,2009,10.4
PT,Y15-24,Percentage of total population,F,2010,10.6
PT,Y15-24,Percentage of total population,F,2011,11.3
PT,Y15-24,Percentage of total population,F,2012,13.6
PT,Y15-24,Percentage of total population,F,2013,13.4
PT,Y15-24,Percentage of total population,F,2014,11.9
PT,Y15-24,Percentage of total population,F,2015,11.2
PT,Y15-24,Percentage of total population,F,2016,9.0
PT,Y15-24,Percentage of total population,F,2017,8.3
PT,Y15-24,Percentage of total population,F,2018,6.5
PT,Y15-24,Percentage of total population,F,2019,6.9
PT,Y15-24,Percentage of total population,F,2020,6.8
PT,Y15-24,Percentage of total population,F,2021,7.2
PT,Y15-24,Percentage of total population,F,2022,5.9
PT,Y15-24,Percentage of total population,F,2023,6.7
PT,Y15-24,Percentage of total population,F,2024,7.4
RO,Y15-24,Percentage of total population,F,2009,4.6
RO,Y15-24,Percentage of total population,F,2010,6.1
RO,Y15-24,Percentage of total population,F,2011,6.5
RO,Y15-24,Percentage of total population,F,2012,6.3
RO,Y15-24,Percentage of total population,F,2013,6.5
RO,Y15-24,Percentage of total population,F,2014,6.3
RO,Y15-24,Percentage of total population,F,2015,6.3
RO,Y15-24,Percentage of total population,F,2016,5.1
RO,Y15-24,Percentage of total population,F,2017,5.0
RO,Y15-24,Percentage of total population,F,2018,4.3
RO,Y15-24,Percentage of total population,F,2019,4.4
RO,Y15-24,Percentage of total population,F,2020,4.2
RO,Y15-24,Percentage of total population,F,2021,4.3
RO,Y15-24,Percentage of total population,F,2022,4.7
RO,Y15-24,Percentage of total population,F,2023,3.9
RO,Y15-24,Percentage of total population,F,2024,4.9
RS,Y15-24,Percentage of total population,F,2010,12.4
RS,Y15-24,Percentage of total population,F,2011,13.8
RS,Y15-24,Percentage of total population,F,2012,14.3
RS,Y15-24,Percentage of total population,F,2013,14.5
RS,Y15-24,Percentage of total population,F,2014,11.7
RS,Y15-24,Percentage of total population,F,2015,11.9
RS,Y15-24,Percentage of total population,F,2016,9.9
RS,Y15-24,Percentage of total population,F,2017,9.2
RS,Y15-24,Percentage of total population,F,2018,7.8
RS,Y15-24,Percentage of total population,F,2019,7.1
RS,Y15-24,Percentage of total population,F,2020,6.5
RS,Y15-24,Percentage of total population,F,2021,7.4
RS,Y15-24,Percentage of total population,F,2022,6.5
RS,Y15-24,Percentage of total population,F,2023,6.7
RS,Y15-24,Percentage of total population,F,2024,5.8
SE,Y15-24,Percentage of total population,F,2005,11.3
SE,Y15-24,Percentage of total population,F,2006,11.2
SE,Y15-24,Percentage of total population,F,2007,10.2
SE,Y15-24,Percentage of total population,F,2008,10.8
SE,Y15-24,Percentage of total population,F,2009,11.9
SE,Y15-24,Percentage of total population,F,2010,11.8
SE,Y15-24,Percentage of total population,F,2011,11.5
SE,Y15-24,Percentage of total population,F,2012,11.7
SE,Y15-24,Percentage of total population,F,2013,12.1
SE,Y15-24,Percentage of total population,F,2014,11.8
SE,Y15-24,Percentage of total population,F,2015,10.8
SE,Y15-24,Percentage of total population,F,2016,9.3
SE,Y15-24,Percentage of total population,F,2017,9.1
SE,Y15-24,Percentage of total population,F,2018,8.8
SE,Y15-24,Percentage of total population,F,2019,10.7
SE,Y15-24,Percentage of total population,F,2020,11.7
SE,Y15-24,Percentage of total population,F,2021,13.2
SE,Y15-24,Percentage of total population,F,2022,13.3
SE,Y15-24,Percentage of total population,F,2023,12.3
SE,Y15-24,Percentage of total population,F,2024,13.4
SI,Y15-24,Percentage of total population,F,2009,4.6
SI,Y15-24,Percentage of total population,F,2010,4.5
SI,Y15-24,Percentage of total population,F,2011,5.2
SI,Y15-24,Percentage of total population,F,2012,6.1
SI,Y15-24,Percentage of total population,F,2013,6.8
SI,Y15-24,Percentage of total population,F,2014,6.2
SI,Y15-24,Percentage of total population,F,2015,4.5
SI,Y15-24,Percentage of total population,F,2016,4.2
SI,Y15-24,Percentage of total population,F,2017,4.3
SI,Y15-24,Percentage of total population,F,2018,3.1
SI,Y15-24,Percentage of total population,F,2019,2.9
SI,Y15-24,Percentage of total population,F,2020,4.4
SI,Y15-24,Percentage of total population,F,2021,4.5
SI,Y15-24,Percentage of total population,F,2022,4.0
SI,Y15-24,Percentage of total population,F,2023,2.7
SI,Y15-24,Percentage of total population,F,2024,3.4
SK,Y15-24,Percentage of total population,F,2009,7.8
SK,Y15-24,Percentage of total population,F,2010,9.5
SK,Y15-24,Percentage of total population,F,2011,8.9
SK,Y15-24,Percentage of total population,F,2012,8.9
SK,Y15-24,Percentage of total population,F,2013,8.7
SK,Y15-24,Percentage of total population,F,2014,8.3
SK,Y15-24,Percentage of total population,F,2015,8.0
SK,Y15-24,Percentage of total population,F,2016,7.6
SK,Y15-24,Percentage of total population,F,2017,6.2
SK,Y15-24,Percentage of total population,F,2018,4.6
SK,Y15-24,Percentage of total population,F,2019,5.1
SK,Y15-24,Percentage of total population,F,2020,5.2
SK,Y15-24,Percentage of total population,F,2021,4.5
SK,Y15-24,Percentage of total population,F,2022,4.4
SK,Y15-24,Percentage of total population,F,2023,3.4
SK,Y15-24,Percentage of total population,F,2024,4.0
TR,Y15-24,Percentage of total population,F,2009,5.6
TR,Y15-24,Percentage of total population,F,2010,5.3
TR,Y15-24,Percentage of total population,F,2011,5.0
TR,Y15-24,Percentage of total population,F,2012,4.5
TR,Y15-24,Percentage of total population,F,2013,5.3
TR,Y15-24,Percentage of total population,F,2014,5.6
TR,Y15-24,Percentage of total population,F,2015,6.6
TR,Y15-24,Percentage of total population,F,2016,7.1
TR,Y15-24,Percentage of total population,F,2017,7.9
TR,Y15-24,Percentage of total population,F,2018,7.8
TR,Y15-24,Percentage of total population,F,2019,9.8
TR,Y15-24,Percentage of total population,F,2020,8.2
TR,Y15-24,Percentage of total population,F,2021,8.5
TR,Y15-24,Percentage of total population,F,2022,7.9
TR,Y15-24,Percentage of total population,F,2023,7.7
TR,Y15-24,Percentage of total population,F,2024,7.6
AT,Y15-24,Percentage of total population,M,2009,7.7
AT,Y15-24,Percentage of total population,M,2010,6.6
AT,Y15-24,Percentage of total population,M,2011,6.1
AT,Y15-24,Percentage of total population,M,2012,6.6
AT,Y15-24,Percentage of total population,M,2013,6.4
AT,Y15-24,Percentage of total population,M,2014,7.0
AT,Y15-24,Percentage of total population,M,2015,7.4
AT,Y15-24,Percentage of total population,M,2016,8.0
AT,Y15-24,Percentage of total population,M,2017,6.9
AT,Y15-24,Percentage of total population,M,2018,6.2
AT,Y15-24,Percentage of total population,M,2019,6.1
AT,Y15-24,Percentage of total population,M,2020,7.5
AT,Y15-24,Percentage of total population,M,2021,6.5
AT,Y15-24,Percentage of total population,M,2022,5.8
AT,Y15-24,Percentage of total population,M,2023,6.4
AT,Y15-24,Percentage of total population,M,2024,6.3
BA,Y15-24,Percentage of total population,M,2021,13.4
BA,Y15-24,Percentage of total population,M,2022,10.9
BA,Y15-24,Percentage of total population,M,2023,9.2
BA,Y15-24,Percentage of total population,M,2024,8.5
BE,Y15-24,Percentage of total population,M,2009,7.6
BE,Y15-24,Percentage of total population,M,2010,7.9
BE,Y15-24,Percentage of total population,M,2011,6.5
BE,Y15-24,Percentage of total population,M,2012,7.3
BE,Y15-24,Percentage of total population,M,2013,8.4
BE,Y15-24,Percentage of total population,M,2014,7.8
BE,Y15-24,Percentage of total population,M,2015,7.9
BE,Y15-24,Percentage of total population,M,2016,6.7
BE,Y15-24,Percentage of total population,M,2017,6.2
BE,Y15-24,Percentage of total population,M,2018,5.2
BE,Y15-24,Percentage of total population,M,2019,5.3
BE,Y15-24,Percentage of total population,M,2020,4.9
BE,Y15-24,Percentage of total population,M,2021,6.4
BE,Y15-24,Percentage of total population,M,2022,5.9
BE,Y15-24,Percentage of total population,M,2023,5.8
BE,Y15-24,Percentage of total population,M,2024,6.7
BG,Y15-24,Percentage of total population,M,2009,7.1
BG,Y15-24,Percentage of total population,M,2010,9.2
BG,Y15-24,Percentage of total population,M,2011,9.7
BG,Y15-24,Percentage of total population,M,2012,11.3
BG,Y15-24,Percentage of total population,M,2013,11.2
BG,Y15-24,Percentage of total population,M,2014,8.4
BG,Y15-24,Percentage of total population,M,2015,7.3
BG,Y15-24,Percentage of total population,M,2016,5.7
BG,Y15-24,Percentage of total population,M,2017,5.0
BG,Y15-24,Percentage of total population,M,2018,4.5
BG,Y15-24,Percentage of total population,M,2019,3.5
BG,Y15-24,Percentage of total population,M,2020,4.5
BG,Y15-24,Percentage of total population,M,2021,3.8
BG,Y15-24,Percentage of total population,M,2022,2.7
BG,Y15-24,Percentage of total population,M,2023,3.1
BG,Y15-24,Percentage of total population,M,2024,3.0
CH,Y15-24,Percentage of total population,M,2010,5.4
CH,Y15-24,Percentage of total population,M,2011,5.2
CH,Y15-24,Percentage of total population,M,2012,5.9
CH,Y15-24,Percentage of total population,M,2013,6.0
CH,Y15-24,Percentage of total population,M,2014,5.9
CH,Y15-24,Percentage of total population,M,2015,6.2
CH,Y15-24,Percentage of total population,M,2016,5.9
CH,Y15-24,Percentage of total population,M,2017,5.7
CH,Y15-24,Percentage of total population,M,2018,5.7
CH,Y15-24,Percentage of total population,M,2019,5.9
CH,Y15-24,Percentage of total population,M,2020,6.0
CH,Y15-24,Percentage of total population,M,2021,5.6
CH,Y15-24,Percentage of total population,M,2022,4.6
CH,Y15-24,Percentage of total population,M,2023,5.5
CH,Y15-24,Percentage of total population,M,2024,5.4
CY,Y15-24,Percentage of total population,M,2009,5.7
CY,Y15-24,Percentage of total population,M,2010,6.5
CY,Y15-24,Percentage of total population,M,2011,9.6
CY,Y15-24,Percentage of total population,M,2012,12.3
CY,Y15-24,Percentage of total population,M,2013,16.8
CY,Y15-24,Percentage of total population,M,2014,15.4
CY,Y15-24,Percentage of total population,M,2015,12.8
CY,Y15-24,Percentage of total population,M,2016,9.2
CY,Y15-24,Percentage of total population,M,2017,9.0
CY,Y15-24,Percentage of total population,M,2018,9.1
CY,Y15-24,Percentage of total population,M,2019,7.6
CY,Y15-24,Percentage of total population,M,2020,9.3
CY,Y15-24,Percentage of total population,M,2021,7.9
CY,Y15-24,Percentage of total population,M,2022,7.8
CY,Y15-24,Percentage of total population,M,2023,8.0
CY,Y15-24,Percentage of total population,M,2024,5.2
CZ,Y15-24,Percentage of total population,M,2009,6.2
CZ,Y15-24,Percentage of total population,M,2010,6.6
CZ,Y15-24,Percentage of total population,M,2011,6.4
CZ,Y15-24,Percentage of total population,M,2012,7.2
CZ,Y15-24,Percentage of total population,M,2013,6.9
CZ,Y15-24,Percentage of total population,M,2014,5.7
CZ,Y15-24,Percentage of total population,M,2015,4.2
CZ,Y15-24,Percentage of total population,M,2016,3.7
CZ,Y15-24,Percentage of total population,M,2017,2.7
CZ,Y15-24,Percentage of total population,M,2018,2.2
CZ,Y15-24,Percentage of total population,M,2019,1.8
CZ,Y15-24,Percentage of total population,M,2020,2.4
CZ,Y15-24,Percentage of total population,M,2021,2.4
CZ,Y15-24,Percentage of total population,M,2022,1.9
CZ,Y15-24,Percentage of total population,M,2023,2.5
CZ,Y15-24,Percentage of total population,M,2024,2.6
